title,content,page,source,source_file
nộp chứng chỉ ngoại ngữ quốc tế để xét miễn các học phần Ngoại ngữ thứ hai trong Chương trình đào tạo đối với sinh viên các ngành chuyên ngữ Khóa 2025 - Phần 1 Tổng quan (Phần 6),"tuyến (online) tại nhà, TOEFL iBT Home Edition không được xem xét và công nhận. Thời hạn nộp chứng chỉ ngoại ngữ quốc tế: Sinh viên phải nộp chứng chỉ quốc tế trước tuần 15 của Học kỳ 1, năm học 2026 – 2027 (Học kỳ 3 của lộ trình mẫu) để được xét miễn học Ngoại ngữ thứ hai. Từ tuần 15 của Học kỳ 1, năm học 2026 – 2027 (Học kỳ 3 của lộ trình mẫu) trở đi, sinh viên nộp chứng chỉ ngoại ngữ quốc tế sẽ không được xét miễn và bắt buộc phải học Ngoại ngữ thứ hai tại Trường. 3. Hình thức nộp chứng chỉ",1,Thong-bao-ve-viec-nop-chung-chi-Ngoai-ngu-2_nganh-chuyen-ngu-2025.pdf,Thong-bao-ve-viec-nop-chung-chi-Ngoai-ngu-2_nganh-chuyen-ngu-2025_chunk_5.csv
nộp chứng chỉ ngoại ngữ quốc tế để xét miễn các học phần Ngoại ngữ thứ hai trong Chương trình đào tạo đối với sinh viên các ngành chuyên ngữ Khóa 2025 - Phần 1 Tổng quan (Phần 7),"và bắt buộc phải học Ngoại ngữ thứ hai tại Trường. 3. Hình thức nộp chứng chỉ ngoại ngữ quốc tế Sinh viên nộp trực tuyến chứng chỉ ngoại ngữ quốc tế đạt điều kiện xét miễn tại Cổng thông tin sinh viên theo Hướng dẫn kèm theo Thông báo này. Trường hợp không thể nộp trực tuyến, sinh viên có thể nộp trực tiếp tại Phòng Đào tạo đại học tại các địa điểm sau: – Trụ sở chính Nguyễn Văn Tráng: Phòng 103, số 8 Nguyễn Văn Tráng, Phường Bến Thành; – Cơ sở Thành Thái: Phòng 101, số 7/1 Thành Thái, Phường",1,Thong-bao-ve-viec-nop-chung-chi-Ngoai-ngu-2_nganh-chuyen-ngu-2025.pdf,Thong-bao-ve-viec-nop-chung-chi-Ngoai-ngu-2_nganh-chuyen-ngu-2025_chunk_6.csv
nộp chứng chỉ ngoại ngữ quốc tế để xét miễn các học phần Ngoại ngữ thứ hai trong Chương trình đào tạo đối với sinh viên các ngành chuyên ngữ Khóa 2025 - Phần 1 Tổng quan (Phần 8),"Phường Bến Thành; – Cơ sở Thành Thái: Phòng 101, số 7/1 Thành Thái, Phường Diên Hồng; – Cơ sở Quang Trung: Phòng 003, Lô 10, Đường số 3, Công viên Phần mềm Quang Trung, Phường Trung Mỹ Tây. Email hỗ trợ của Bộ phận Học vụ – Hỗ trợ Sinh viên: htsv@hoasen.edu.vn. Các chứng chỉ ngoại ngữ quốc tế phải do tổ chức quốc tế có thẩm quyền cấp, có giá trị quốc tế và có kết quả xác minh thông tin. Trường sẽ thực hiện xác minh chứng chỉ trước khi xét miễn học. Sinh viên nộp chứng chỉ giả mạo sẽ bị xử lý kỷ",1,Thong-bao-ve-viec-nop-chung-chi-Ngoai-ngu-2_nganh-chuyen-ngu-2025.pdf,Thong-bao-ve-viec-nop-chung-chi-Ngoai-ngu-2_nganh-chuyen-ngu-2025_chunk_7.csv
nộp chứng chỉ ngoại ngữ quốc tế để xét miễn các học phần Ngoại ngữ thứ hai trong Chương trình đào tạo đối với sinh viên các ngành chuyên ngữ Khóa 2025 - Phần 1 Tổng quan (Phần 9),chỉ trước khi xét miễn học. Sinh viên nộp chứng chỉ giả mạo sẽ bị xử lý kỷ luật theo quy định của Trường. Phòng Đào tạo đại học đề nghị sinh viên các ngành chuyên ngữ Khóa 2025 thực hiện nghiêm túc nội dung Thông báo này./.,1,Thong-bao-ve-viec-nop-chung-chi-Ngoai-ngu-2_nganh-chuyen-ngu-2025.pdf,Thong-bao-ve-viec-nop-chung-chi-Ngoai-ngu-2_nganh-chuyen-ngu-2025_chunk_8.csv
Thực hiện nghiêm túc việc thi/kiểm tra và đăng ký thi lại theo Quyết định hoãn thi - Phần 1. Tổng quan (Phần 1),"1. Sinh viên phải tham dự đầy đủ các kỳ đánh giá liên tục theo đề cương học phần và kỳ thi cuối học kỳ theo lịch thi của Trường. 2. Sinh viên phải có mặt tại phòng thi trước ít nhất 15 phút tính từ giờ bắt đầu thi. Nếu đến trễ quá 15 phút tính từ giờ phát đề thi, sinh viên sẽ không được dự thi. 3. Sinh viên phải xuất trình Thẻ Sinh viên hoặc một trong các giấy tờ tùy thân có dán ảnh (Căn cước công dân, Chứng minh nhân dân, Hộ chiếu, Giấy phép lái xe) để được vào phòng thi. Sinh viên sẽ không",1,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi.pdf,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi_chunk_0.csv
Thực hiện nghiêm túc việc thi/kiểm tra và đăng ký thi lại theo Quyết định hoãn thi - Phần 1. Tổng quan (Phần 2),"nhân dân, Hộ chiếu, Giấy phép lái xe) để được vào phòng thi. Sinh viên sẽ không được vào phòng thi nếu không có Thẻ Sinh viên hoặc một trong các giấy tờ nêu trên.",1,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi.pdf,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi_chunk_1.csv
"Thực hiện nghiêm túc việc thi/kiểm tra và đăng ký thi lại theo Quyết định hoãn thi - Phần 3. Đề nghị hoãn đối với các học phần Thực tập nhận thức, Thực tập nghề nghiệp, Thực - Mục 1. Đối với học phần Thực tập nhận thức, Thực tập nghề nghiệp, Thực tập tốt nghiệp:","Khi nộp Đơn đề nghị hoãn báo cáo, sinh viên phải hoàn thành thời lượng thực tập và nộp quyển báo cáo, phiếu đánh giá sinh viên thực tập theo thời gian do Khoa quy định. Sinh viên không nộp quyển báo cáo thực tập và/hoặc phiếu đánh giá sẽ không được báo cáo trước Hội đồng bảo vệ và nhận điểm “không” (0.0) cho học phần.",2,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi.pdf,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi_chunk_10.csv
"Thực hiện nghiêm túc việc thi/kiểm tra và đăng ký thi lại theo Quyết định hoãn thi - Phần 3. Đề nghị hoãn đối với các học phần Thực tập nhận thức, Thực tập nghề nghiệp, Thực - Mục 2. Đối với học phần Khóa luận tốt nghiệp, Đồ án tốt nghiệp:","Khi nộp Đơn đề nghị hoãn báo cáo, sinh viên phải nộp quyển báo cáo và phiếu chấm của giảng viên hướng dẫn theo thời gian do Khoa quy định. Sinh viên không nộp quyển báo cáo và/hoặc phiếu chấm sẽ không được báo cáo trước Hội đồng bảo vệ Khóa luận/Đồ án tốt nghiệp và nhận điểm “không” (0.0) cho học phần.",3,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi.pdf,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi_chunk_11.csv
"Thực hiện nghiêm túc việc thi/kiểm tra và đăng ký thi lại theo Quyết định hoãn thi - Phần 3. Đề nghị hoãn đối với các học phần Thực tập nhận thức, Thực tập nghề nghiệp, Thực - Mục 3. Đối với các học phần Đề án: (Phần 1)","Khi nộp Đơn đề nghị hoãn báo cáo Đề án (nếu có báo cáo trước Hội đồng bảo vệ), sinh viên phải nộp quyển báo cáo theo thời gian do Khoa quy định. Sinh viên không nộp quyển báo cáo sẽ nhận điểm “không” (0.0) cho học phần. a) Khi được duyệt hoãn báo cáo, sinh viên được hoãn thuyết trình tại Hội đồng bảo vệ và được bảo lưu các thành phần điểm khác theo đề cương học phần. b) Nếu không được duyệt hoãn báo cáo, sinh viên phải có mặt tại Hội đồng bảo vệ và báo cáo theo lịch Khoa đã công bố. Nếu vắng",3,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi.pdf,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi_chunk_12.csv
"Thực hiện nghiêm túc việc thi/kiểm tra và đăng ký thi lại theo Quyết định hoãn thi - Phần 3. Đề nghị hoãn đối với các học phần Thực tập nhận thức, Thực tập nghề nghiệp, Thực - Mục 3. Đối với các học phần Đề án: (Phần 2)","phải có mặt tại Hội đồng bảo vệ và báo cáo theo lịch Khoa đã công bố. Nếu vắng mặt, sinh viên nhận điểm “không” (0.0) và phải đăng ký học lại học phần. c) Trong quá trình thực tập hoặc thực hiện đề án tại cơ quan, tổ chức, doanh nghiệp, nếu do tình hình hoạt động của đơn vị ảnh hưởng đến kết quả thực tập hoặc đề án, sinh viên phải báo cáo với giảng viên hướng dẫn kèm theo các minh chứng, xác nhận liên quan.",3,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi.pdf,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi_chunk_13.csv
Thực hiện nghiêm túc việc thi/kiểm tra và đăng ký thi lại theo Quyết định hoãn thi - Phần 2. Trường hợp sinh viên không thể dự thi một học phần - Mục 1. Nộp Đơn đề nghị hoãn thi (Phần 1),"Sinh viên có thể nộp Đơn đề nghị hoãn thi khi có một trong các lý do và minh chứng sau: a) Bản thân sinh viên bị ốm đau, tai nạn có Giấy xác nhận đã/đang điều trị tại cơ sở y tế, Phiếu khám bệnh hoặc Toa thuốc; b) Cha, mẹ, anh, chị, em ruột ốm đau, tai nạn có Phiếu khám bệnh hoặc Giấy xác nhận đã/đang điều trị tại cơ sở y tế; c) Có tang cha, mẹ, anh, chị, em ruột; ông, bà nội/ngoại có Giấy chứng tử hoặc Cáo phó kèm giấy tờ chứng minh mối quan hệ (Giấy khai sinh, Hộ khẩu,…); d) Được Trường cử đi",1,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi.pdf,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi_chunk_2.csv
Thực hiện nghiêm túc việc thi/kiểm tra và đăng ký thi lại theo Quyết định hoãn thi - Phần 2. Trường hợp sinh viên không thể dự thi một học phần - Mục 1. Nộp Đơn đề nghị hoãn thi (Phần 2),"tờ chứng minh mối quan hệ (Giấy khai sinh, Hộ khẩu,…); d) Được Trường cử đi tham gia hoạt động sinh viên có Quyết định cử đi công tác hoặc Giấy xác nhận của Trưởng Khoa/Trưởng Đơn vị liên quan; e) Được cơ quan, tổ chức, doanh nghiệp nơi sinh viên đang làm việc cử đi công tác có Quyết định cử đi công tác hoặc Giấy xác nhận kèm vé máy bay, tàu, xe; f) Sinh viên bị mất giấy tờ tùy thân và Thẻ Sinh viên có Đơn cớ mất được Ủy ban nhân dân hoặc Công an nơi tạm trú hoặc nơi xảy ra vụ việc xác nhận; g)",1,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi.pdf,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi_chunk_3.csv
Thực hiện nghiêm túc việc thi/kiểm tra và đăng ký thi lại theo Quyết định hoãn thi - Phần 2. Trường hợp sinh viên không thể dự thi một học phần - Mục 1. Nộp Đơn đề nghị hoãn thi (Phần 3),"Ủy ban nhân dân hoặc Công an nơi tạm trú hoặc nơi xảy ra vụ việc xác nhận; g) Sinh viên vi phạm luật giao thông có Biên bản xử phạt của cơ quan có chức năng; h) Sinh viên bị va chạm giao thông và các sự cố khác trên đường đến phòng thi, nếu không có minh chứng liên quan đến y tế thì phải nộp Bản tường trình sự việc (theo mẫu) kèm minh chứng hình ảnh.",1,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi.pdf,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi_chunk_4.csv
Thực hiện nghiêm túc việc thi/kiểm tra và đăng ký thi lại theo Quyết định hoãn thi - Phần 2. Trường hợp sinh viên không thể dự thi một học phần - Mục 2. Nộp Đơn đề nghị hoãn thi,Sinh viên phải nộp Đơn đề nghị hoãn thi kèm minh chứng tại Phòng Đào tạo Đại học chậm nhất là 07 ngày làm việc sau ngày thi của học phần đó. Phòng Đào tạo Đại học không giải quyết các đơn đề nghị hoãn thi không có minh chứng hoặc minh chứng không phù hợp.,1,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi.pdf,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi_chunk_5.csv
Thực hiện nghiêm túc việc thi/kiểm tra và đăng ký thi lại theo Quyết định hoãn thi - Phần 2. Trường hợp sinh viên không thể dự thi một học phần - Mục 3. Đơn đề nghị hoãn thi được duyệt (Phần 1),"Khi được duyệt hoãn thi, sinh viên sẽ nhận Quyết định hoãn thi cuối học kỳ và phải theo dõi thời khóa biểu các học phần được mở ở học kỳ kế tiếp để đăng ký thi lại: a) Đối với học phần có tổ chức thi cuối kỳ tập trung: sinh viên đăng ký thi lại trên hệ thống https://sv.hoasen.edu.vn, chọn mục Tự quản lý → Tiến độ học tập/Tốt nghiệp → Đăng ký thi lại cho học phần hoãn thi; b) Đối với học phần thi tại lớp: sinh viên đăng ký thi lại với Bộ phận Khảo thí – Xét tuyển qua email dtkt@hoasen.edu.vn, gửi",1,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi.pdf,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi_chunk_6.csv
Thực hiện nghiêm túc việc thi/kiểm tra và đăng ký thi lại theo Quyết định hoãn thi - Phần 2. Trường hợp sinh viên không thể dự thi một học phần - Mục 3. Đơn đề nghị hoãn thi được duyệt (Phần 2),"ký thi lại với Bộ phận Khảo thí – Xét tuyển qua email dtkt@hoasen.edu.vn, gửi kèm Quyết định hoãn thi và đăng ký thi lại vào đầu tuần 04 của học kỳ phụ hoặc tuần 12 của học kỳ chính; c) Đối với học phần Thực tập nhận thức/nghề nghiệp, Thực tập tốt nghiệp, Khóa luận/Đồ án tốt nghiệp, học phần Đề án (có báo cáo tại Hội đồng bảo vệ): sinh viên liên hệ trực tiếp với Khoa để đăng ký báo cáo. Phòng Đào tạo Đại học đề nghị sinh viên thực hiện nghiêm túc việc hoãn thi và đăng ký thi lại theo Quyết định",1,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi.pdf,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi_chunk_7.csv
Thực hiện nghiêm túc việc thi/kiểm tra và đăng ký thi lại theo Quyết định hoãn thi - Phần 2. Trường hợp sinh viên không thể dự thi một học phần - Mục 3. Đơn đề nghị hoãn thi được duyệt (Phần 3),sinh viên thực hiện nghiêm túc việc hoãn thi và đăng ký thi lại theo Quyết định hoãn thi và các nội dung trong thông báo này.,1,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi.pdf,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi_chunk_8.csv
"Thực hiện nghiêm túc việc thi/kiểm tra và đăng ký thi lại theo Quyết định hoãn thi - Phần 3. Đề nghị hoãn đối với các học phần Thực tập nhận thức, Thực tập nghề nghiệp, Thực","tập tốt nghiệp, Khóa luận tốt nghiệp, Đồ án tốt nghiệp và các học phần Đề án:",2,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi.pdf,thuc-hien-nghiem-tuc-viec-thi-kiem-tra-va-hoan-thi_chunk_9.csv
Thông tin Khoa Công nghệ - Phần 1. Tổng quan Khoa Công nghệ (Phần 1),"Trong bối cảnh thế giới chuyển mình mạnh mẽ dưới tác động của công nghệ số, công nghệ thông tin đã trở thành hạ tầng cốt lõi thúc đẩy phát triển mọi lĩnh vực, từ kinh tế, sản xuất, y tế, giáo dục đến truyền thông, giải trí và đời sống thường nhật. Với hơn 30 năm kinh nghiệm đào tạo, Khoa Công nghệ – Trường Đại học Hoa Sen khẳng định là đơn vị đào tạo hàng đầu về Công nghệ, đào tạo thế hệ kỹ sư có năng lực chuyên môn vững vàng, tư duy sáng tạo và thích ứng linh hoạt với chuyển động toàn cầu. Đặc",1,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_0.csv
Thông tin Khoa Công nghệ - Phần 1. Tổng quan Khoa Công nghệ (Phần 2),"vững vàng, tư duy sáng tạo và thích ứng linh hoạt với chuyển động toàn cầu. Đặc biệt, chương trình đào tạo đạt chuẩn chất lượng AUN-QA (tổ chức đảm bảo chất lượng của Mạng lưới các trường đại học Đông Nam Á), tích hợp các kiến thức công nghệ xu hướng như: trí tuệ nhân tạo (AI), dữ liệu lớn (Big Data), điện toán đám mây (Cloud Computing), Internet vạn vật (IoT), Blockchain, An toàn thông tin (Cybersecurity)… Sinh viên sẽ được học tập bằng phương pháp Project-based learning (học tập dựa trên dự",1,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_1.csv
Thông tin Khoa Công nghệ - Phần 3. Đội ngũ nhân sự Khoa Công nghệ (Phần 5),13. ThS. Nguyễn Bá Trung - Giảng viên Học hàm – Học vị: Thạc sĩ Lĩnh vực: Khoa học máy tinh Email: trung.nguyenba@hoasen.edu.vn 14. ThS. Nguyễn Ngọc Tú - Giảng viên Học hàm – Học vị: Thạc sĩ Lĩnh vực: Kỹ thuật phần mềm Email: tu.nguyenngoc@hoasen.edu.vn 15. ThS. Phan Hồng Trung - Giảng viên Học hàm – Học vị: Thạc sĩ Lĩnh vực: Công nghệ thông tin Email: trung.phanhong@hoasen.edu.vn 16. ThS. Vũ Đình Khôi - Giảng viên Học hàm – Học vị: Thạc sĩ Lĩnh vực: Khoa học Máy tính Email:,2,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_10.csv
Thông tin Khoa Công nghệ - Phần 3. Đội ngũ nhân sự Khoa Công nghệ (Phần 6),Khôi - Giảng viên Học hàm – Học vị: Thạc sĩ Lĩnh vực: Khoa học Máy tính Email: khoi.vudinh@hoasen.edu.vn 17. ThS. Nguyễn Thị Thanh Tâm - Giảng viên Học hàm – Học vị: Thạc sĩ Lĩnh vực: Hệ thống thông tin quản lý Email: tam.nguyenthithanh@hoasen.edu.vn 18. ThS. Phạm Thị Thanh Tâm - Giảng viên Học hàm – Học vị: Thạc sĩ Lĩnh vực: Hệ thống thông tin quản lý Email: tam.phamthithanh@hoasen.edu.vn 19. ThS. Nguyễn Ngọc Như Hằng - Giảng viên Học hàm – Học vị: Thạc sĩ Lĩnh vực: Mạng máy tính và truyền,2,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_11.csv
Thông tin Khoa Công nghệ - Phần 3. Đội ngũ nhân sự Khoa Công nghệ (Phần 7),Hằng - Giảng viên Học hàm – Học vị: Thạc sĩ Lĩnh vực: Mạng máy tính và truyền thông dữ liệu Email: hang.nguyenngocnhu@hoasen.edu.vn 20. ThS. Phạm Đình Thế Huân - Giảng viên Học hàm – Học vị: Thạc sĩ Lĩnh vực: Mạng máy tính và truyền thông dữ liệu Email: huan.phandinhthe@hoasen.edu.vn 21. ThS. Nguyễn Lê Duy - Giảng viên Học hàm – Học vị: Thạc sĩ Lĩnh vực: Lý thuyết tối ưu Email:duy.nguyenle@hoasen.edu.vn 22. ThS. Lâm Quốc Dũng - Giảng viên Học hàm – Học vị: Thạc sĩ Lĩnh vực: Toán ứng dụng trong,2,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_12.csv
Thông tin Khoa Công nghệ - Phần 3. Đội ngũ nhân sự Khoa Công nghệ (Phần 8),Quốc Dũng - Giảng viên Học hàm – Học vị: Thạc sĩ Lĩnh vực: Toán ứng dụng trong Kinh tế Email: dung.lamquoc@hoasen.edu.vn 23. ThS. Đặng Công Tiên - Giảng viên Học hàm – Học vị: Thạc sĩ Lĩnh vực: Toán Ứng dụng Email: tien.dangcong@hoasen.edu.vn 24. Chị Huỳnh Thị Mộng Châu - Thư ký Khoa Học hàm – Học vị: Cử nhân Email: chau.huynhthimong@hoasen.edu.vn 25. Chị Nguyễn Trần Tâm Trúc - Chuyên viên Truyền thông & Trải nghiệm sinh viên Học hàm – Học vị: Cử nhân Email: truc.nguyentrantam@hoasen.edu.vn 26.,2,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_13.csv
Thông tin Khoa Công nghệ - Phần 3. Đội ngũ nhân sự Khoa Công nghệ (Phần 9),sinh viên Học hàm – Học vị: Cử nhân Email: truc.nguyentrantam@hoasen.edu.vn 26. Chị Phạm Thị Nhật Anh - Nhân viên Cố vấn học tập Học hàm – Học vị: Cử nhân Email: anh.phamthinhat@hoasen.edu.vn,2,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_14.csv
Thông tin Khoa Công nghệ - Phần 4. Kiểm định quốc tế Khoa Công nghệ (Phần 1),"Kiểm định chất lượng ASIIN Ngày 10/04/2025, Trường Đại học Hoa Sen chính thức đạt kiểm định cấp cơ sở giáo dục theo chuẩn chất lượng đại học của châu Âu – ASIIN (Đức), trở thành trường đại học tư thục đầu tiên và là trường thứ 2 tại Việt Nam đạt kiểm định quốc tế này. Đây là bước tiến lớn trong hành trình vươn tầm quốc tế của HSU khi đáp ứng toàn diện 4 tiêu chí: Quản trị và mục tiêu chiến lược, chương trình đào tạo và hỗ trợ người học, quản trị nguồn lực và phát triển đội ngũ, tính minh bạch và",8,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_15.csv
Thông tin Khoa Công nghệ - Phần 4. Kiểm định quốc tế Khoa Công nghệ (Phần 2),"hỗ trợ người học, quản trị nguồn lực và phát triển đội ngũ, tính minh bạch và hệ thống lưu trữ văn bản. Lợi thế khi học chương trình đạt kiểm định • Sinh viên Hoa Sen sở hữu lợi thế cạnh tranh rõ rệt trên thị trường lao động trong nước và quốc tế. Năm 2024, hơn 90% sinh viên HSU có việc làm ngay khi tốt nghiệp, được các doanh nghiệp đánh giá cao về sự chủ động, chuyên môn và khả năng hội nhập. • Sinh viên sẽ được tăng cơ hội nhận học bổng quốc tế, chuyển đổi tín chỉ và tham gia các chương trình",8,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_16.csv
Thông tin Khoa Công nghệ - Phần 4. Kiểm định quốc tế Khoa Công nghệ (Phần 3),"cơ hội nhận học bổng quốc tế, chuyển đổi tín chỉ và tham gia các chương trình trao đổi quốc tế được công nhận bởi các trường tại châu Âu. • Việc thực hiện kiểm định ASIIN góp phần giúp HSU mở rộng mối quan hệ hợp tác với các trường đại học danh tiếng tại Châu Âu, thu hút đối tác, sinh viên quốc tế và doanh nghiệp hợp tác đào tạo – tuyển dụng. Kiểm định chất lượng AUN-QA Tính đến năm 2025, HSU đã có 12 ngành đạt chứng nhận chất lượng AUN-QA (bộ tiêu chuẩn được ban hành bởi Mạng lưới các trường",8,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_17.csv
Thông tin Khoa Công nghệ - Phần 4. Kiểm định quốc tế Khoa Công nghệ (Phần 4),"nhận chất lượng AUN-QA (bộ tiêu chuẩn được ban hành bởi Mạng lưới các trường đại học thuộc Đông Nam Á), trong đó, Khoa Công nghệ thông tin đạt 2 ngành, gồm: Công nghệ thông tin và Kỹ thuật phần mềm.. Chương trình được đánh giá toàn diện theo quy trình khép kín từ mục tiêu, thiết kế, giảng dạy, hoạt động kiểm tra đến kết quả học tập. Lợi thế khi học chương trình đạt kiểm định • Cấu trúc và nội dung chương trình đào tạo được rà soát, cập nhật thường xuyên nhằm đảm bảo chất lượng đầu ra và đáp ứng",8,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_18.csv
Thông tin Khoa Công nghệ - Phần 4. Kiểm định quốc tế Khoa Công nghệ (Phần 5),"được rà soát, cập nhật thường xuyên nhằm đảm bảo chất lượng đầu ra và đáp ứng thị trường lao động. • Đề cao chu trình cải tiến liên tục P-D-C-A (Plan – Do – Check – Act), với mục tiêu đào tạo theo định hướng chuẩn đầu ra (Outcome-Based Education). • Sinh viên được tiếp cận những phương pháp học tập tiên tiến, phù hợp với xu hướng giáo dục toàn cầu, từ đó phát triển tư duy và kỹ năng một cách toàn diện. • Sinh viên có cơ hội được tiếp cận với các doanh nghiệp đa quốc gia, nâng cao lợi thế cạnh",8,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_19.csv
Thông tin Khoa Công nghệ - Phần 1. Tổng quan Khoa Công nghệ (Phần 3),"sẽ được học tập bằng phương pháp Project-based learning (học tập dựa trên dự án) xuyên suốt khóa học, tham gia các cuộc thi công nghệ do Khoa tổ chức như HSU Programming Challenge, HSU TechDev Challenge… hoặc tham gia các cuộc thi bên ngoài Trường nhằm tiếp cận với công nghệ mới nhất, trau dồi kỹ năng giải quyết vấn đề, phát triển tư duy logic và làm việc nhóm. Đây là những yếu tố quan trọng giúp các bạn trẻ tự tin bước vào môi trường làm việc thực tế. Không gian học tập tại Khoa được đầu tư hệ",1,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_2.csv
Thông tin Khoa Công nghệ - Phần 4. Kiểm định quốc tế Khoa Công nghệ (Phần 6),"có cơ hội được tiếp cận với các doanh nghiệp đa quốc gia, nâng cao lợi thế cạnh tranh trên thị trường lao động toàn cầu.",8,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_20.csv
Thông tin Khoa Công nghệ - Phần 5. Tin tức Khoa Công nghệ,"Để cập nhật các thông tin về sự kiện/hoạt động của khoa, vui lòng xem ở đường link: https://www.hoasen.edu.vn/cntt/tin-tuc/",9,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_21.csv
Thông tin Khoa Công nghệ - Phần 6. Trải nghiệm chuyên ngành Khoa Công nghệ (Phần 1),"Tại Khoa Công nghệ, sinh viên được định hướng phát triển toàn diện thông qua mô hình học tập kết hợp giữa kiến thức chuyên môn và trải nghiệm thực tiễn. Bên cạnh việc tham gia các câu lạc bộ chuyên ngành như công nghệ thông tin, lập trình,thể thao điện tử, sinh viên còn được thử sức tại các cuộc thi công nghệ để kiểm nghiệm năng lực chuyên môn trong môi trường cạnh tranh chuyên nghiệp. Các chuyến tham quan doanh nghiệp cũng giúp các bạn cập nhật xu hướng mới, hiểu rõ yêu cầu tuyển dụng, từ đó",9,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_22.csv
Thông tin Khoa Công nghệ - Phần 6. Trải nghiệm chuyên ngành Khoa Công nghệ (Phần 2),"cũng giúp các bạn cập nhật xu hướng mới, hiểu rõ yêu cầu tuyển dụng, từ đó định hướng nghề nghiệp hiệu quả hơn. Câu lạc bộ Học thuật – Flybug FlyBug Club là câu lạc bộ học thuật chuyên ngành Công nghệ Thông tin, nơi quy tụ những sinh viên yêu thích công nghệ và luôn tìm tòi khám phá những xu hướng mới. Không chỉ tập trung vào các hoạt động chuyên môn như tổ chức các buổi học nhóm nâng cao kỹ năng năng, workshop, cuộc thi học thuật, FlyBug còn tổ chức nhiều hoạt động ngoại khóa thú vị nhằm gắn",9,Thông tin Khoa Công nghệ.pdf,Thông tin Khoa Công nghệ_chunk_23.csv
